molecule_chembl_id,canonical_smiles,standard_value
CHEMBL503810,Nc1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6nc(N7CCN(CCO)CC7)ncc6cc5-c5ccccc5)cc4)CC3)[nH]2)cn1,7400.0
CHEMBL445212,CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(N)nc7)[nH]6)CC5)cc4)nc3n2)CC1,6100.0
CHEMBL505848,CN(C)CCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,4800.0
CHEMBL455226,OCCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,10000.0
CHEMBL453288,CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,10000.0
CHEMBL446966,COc1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6cc[nH]c(=O)c6cc5-c5ccccc5)cc4)CC3)[nH]2)cn1,1220.0
CHEMBL444136,O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6cnccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12,8428.0
CHEMBL502393,Nc1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6cc[nH]c(=O)c6cc5-c5ccccc5)cc4)CC3)[nH]2)cn1,10000.0
CHEMBL488428,O=c1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6cc[nH]c(=O)c6cc5-c5ccccc5)cc4)CC3)[nH]2)c[nH]1,10000.0
CHEMBL447114,O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ncccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12,10000.0
CHEMBL443661,CN(C)CCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,2100.0
CHEMBL471371,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccccc2)cc1,10000.0
CHEMBL451761,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccc(F)cn2)cc1)OCC1CCCO1,30000.0
CHEMBL454086,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccccn2)cc1)OCC1CCCO1,30000.0
CHEMBL454085,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccccc2)cc1)OCC1CCCO1,8200.0
CHEMBL487445,O=C(NCCCN1CCCCC1)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccccc2)cc1,1000.0
CHEMBL516783,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccc(F)cc2)cc1,10000.0
CHEMBL518148,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCNCC1,19200.0
CHEMBL481932,CN1CC[C@H](N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)[C@@H](F)C1,36900.0
CHEMBL481931,CN1CC[C@H](N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)[C@H](F)C1,20500.0
CHEMBL481921,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(C2CC2)CC1,15200.0
CHEMBL481920,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(CCF)CC1,13800.0
CHEMBL479796,CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)CC1,14600.0
CHEMBL481959,CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@H]2c2ccccc2)CC1,1200.0
CHEMBL240923,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CC[C@@H](N)C(F)F)c1ccccc1,15900.0
CHEMBL471994,Cc1ccccc1C1CCN(C[C@H]2CCc3cccnc3[C@@H](O)C2)CC1,310.0
CHEMBL472168,Cc1ccccc1C1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)CC1,1500.0
CHEMBL513585,Cc1ccccc1C1CCN(C[C@@H]2CCc3c(C)cccc3[C@@H](O)C2)CC1,86.0
CHEMBL513423,O[C@H]1C[C@H](CN2CC[C@H](c3ccc(F)cc3Cl)[C@@H](O)C2)CCc2cccnc21,13000.0
CHEMBL472304,Cc1cc(F)ccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1O,13000.0
CHEMBL512896,Cc1ccccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1O,40000.0
CHEMBL472125,Cc1ccccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1CO,20000.0
CHEMBL511658,Cc1ccccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1C,9200.0
CHEMBL518922,CC1(c2ccccc2)CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)CC1,11000.0
CHEMBL487827,O[C@H]1C[C@H](CN2CCC(c3ccccc3)CC2)CCc2cccnc21,11000.0
CHEMBL487826,Cc1ccccc1N1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)CC1,2300.0
CHEMBL487485,O[C@H]1C[C@H](CN2CCC(c3ccccc3Cl)CC2)CCc2cccnc21,1500.0
CHEMBL486644,O[C@H]1C[C@H](CN2CCC(c3c(Cl)cccc3Cl)CC2)CCc2cccnc21,940.0
CHEMBL487458,O[C@H]1C[C@H](CN2CC[C@H](c3ccc(F)cc3Cl)[C@@H](O)C2)Cc2cccnc21,50000.0
CHEMBL488655,Cc1ccccc1[C@H]1CCN(C[C@@H]2Cc3cccnc3[C@@H](O)C2)C[C@@H]1O,50000.0
CHEMBL471982,Cc1ccccc1C1CCN(C[C@@H]2Cc3cccnc3[C@@H](O)C2)CC1,50000.0
CHEMBL480501,Cn1c(N(Cc2ccc(C(=O)Nc3nnn[nH]3)cc2)[C@H]2CC[C@H](C(C)(C)C)CC2)nc2cc(C(F)(F)F)ccc21,10000.0
CHEMBL372575,Cc1noc(/C(=C/c2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)c2ccc(S(C)(=O)=O)cc2)n1,49900.0
CHEMBL456171,O=C(Nc1c(Cl)cncc1Cl)c1cn(-c2ccc(Cl)cc2)c2ncccc2c1=O,198.0
CHEMBL499477,Cc1noc(/C(=C/c2cccc(-n3cc(C(=O)Nc4c(Cl)cncc4Cl)c(=O)c4cccnc43)c2)c2ccc(S(C)(=O)=O)cc2)n1,680.0
CHEMBL464803,NC(=O)c1cn(-c2cccc(Br)c2)c2ncccc2c1=O,94500.0
CHEMBL456173,CC(C)NC(=O)c1cn(-c2ccccc2)c2ncccc2c1=O,71500.0
CHEMBL456172,CC(C)NC(=O)c1cn(-c2cccc(Br)c2)c2ncccc2c1=O,31600.0
CHEMBL464600,CC(C)CNC(=O)c1cn(-c2cccc(Br)c2)c2ncccc2c1=O,31800.0
CHEMBL464804,CC(=O)c1cccc(-c2cccc(-n3cc(C(=O)NC(C)C)c(=O)c4cccnc43)c2)c1,6960.0
CHEMBL514564,CC(=O)c1cccc(-c2cccc(-n3cc(C(=O)Nc4nccc(Cl)c4Cl)c(=O)c4cccnc43)c2)c1,740.0
CHEMBL456808,CCOc1cccc(-c2cccc(-n3cc(C(=O)NC(C)C)c(=O)c4cccnc43)c2)c1,2700.0
CHEMBL485547,CSc1ccc(-c2cccc(-n3cc(C(=O)NC(C)C)c(=O)c4cccnc43)c2)cc1,960.0
CHEMBL519193,CC(=O)c1ccc(-c2cccc(-n3cc(C(=O)NC(C)C)c(=O)c4cccnc43)c2)cc1,8950.0
CHEMBL484753,CC(C)NC(=O)c1cn(-c2cccc(-c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1=O,23000.0
CHEMBL484754,O=C(NC1CC1)c1cn(-c2cccc(-c3ccncc3)c2)c2ncccc2c1=O,18600.0
CHEMBL484931,CS(=O)(=O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)cn1,13600.0
CHEMBL520502,CC(C)(O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)cn1,36600.0
CHEMBL485620,CC(C)(O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)c[n+]1[O-],50100.0
CHEMBL521509,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,16700.0
CHEMBL485629,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3ccc[n+]([O-])c3)c2)c2ncccc2c1=O,65700.0
CHEMBL520463,CC(C)(O)c1ccc(C#Cc2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)c[n+]1[O-],89400.0
CHEMBL519355,O=C(NC1CC1)c1cn(-c2cccc(-c3cccnc3)c2)c2ncccc2c1=O,34000.0
CHEMBL476373,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,10000.0
CHEMBL483199,Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL483366,Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCN(C3CCCC3)CC2)cc1,10000.0
CHEMBL485242,Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCCN(C3CCC3)CC2)cc1,7300.0
CHEMBL519018,Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCCN(C3CCCC3)CC2)cc1,6800.0
CHEMBL484740,Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCC(N3CCCC3)C2)cc1,10000.0
CHEMBL521022,Cc1nc2ccccc2c(=O)n1-c1ccc(O[C@H]2CC[C@@H](N3CCCC3)CC2)cc1,8000.0
CHEMBL483400,Cc1nc2cccc(F)c2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL517937,Cc1nc2ccc(F)cc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL464598,Cc1nc2cc(F)ccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL464599,Cc1nc2c(F)cccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL516697,Cc1nc2cc(F)c(F)cc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL458176,Cc1nc2cccc(Cl)c2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL458359,Cc1nc2ccc(Cl)cc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,5400.0
CHEMBL458953,Cc1nc2cc(Cl)ccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,3900.0
CHEMBL458954,Cc1nc2c(Cl)cccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,3300.0
CHEMBL520629,COc1cccc2nc(C)n(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)c(=O)c12,10000.0
CHEMBL484189,COc1ccc2nc(C)n(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)c(=O)c2c1,10000.0
CHEMBL485388,COc1ccc2c(=O)n(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)c(C)nc2c1,10000.0
CHEMBL485389,COc1cccc2c(=O)n(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)c(C)nc12,10000.0
CHEMBL483194,Cc1nc2cccnc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL484610,Cc1nc2ccncc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL521327,Cc1nc2cnccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL484611,Cc1nc2ncccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL484946,Cc1cccc2nc(C)n(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)c(=O)c12,10000.0
CHEMBL485543,Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,10000.0
CHEMBL514217,CN(CCN1CCCCC1)C(=O)[C@H]1CC[C@@]2(CC1)OC(=O)c1ccccc12,10000.0
CHEMBL513893,COc1ccc2c(c1)C(=O)O[C@]21CC[C@H](C(=O)N(C)CCN2CCCCC2)CC1,10000.0
CHEMBL478012,CNC(=O)c1c(NCCC2CCCC2)nc(C#N)nc1OCC1CCN(C)CC1,360.0
CHEMBL478013,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)C)CC1,540.0
CHEMBL514042,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(CCO)CC1,890.0
CHEMBL478436,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)=O)CC1,30000.0
CHEMBL478462,CNC(=O)c1c(NCC2CCC3(CCCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1,1455.0
CHEMBL513921,CNC(=O)c1c(NCC2CCC3(CC2)OCCO3)nc(C#N)nc1OCC1CCN(C)CC1,5770.0
CHEMBL478011,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCC1CCN(C)CC1,420.0
CHEMBL515025,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1,710.0
CHEMBL478224,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CC(C)(C)NC(C)(C)C1,5040.0
CHEMBL477600,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCO,30000.0
CHEMBL476130,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCNCC1,2340.0
CHEMBL508861,ClCc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6n[nH]c(-c7ccccn7)n6)CC5)cc4)nc3ccn12,2018.0
CHEMBL445464,Cc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6n[nH]c(-c7ccccn7)n6)CC5)cc4)nc3ccn12,2778.0
CHEMBL447328,c1ccc(-c2cc3c(ccn4cnnc34)nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1,10000.0
CHEMBL506077,Oc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6n[nH]c(-c7ccccn7)n6)CC5)cc4)nc3ccn12,5312.0
CHEMBL499555,Nc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6n[nH]c(-c7ccccn7)n6)CC5)cc4)nc3ccn12,5319.0
CHEMBL507130,O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)c(-c3ccccc3)cc12,5610.0
CHEMBL490153,CCC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)c1C,20000.0
CHEMBL522456,N#Cc1ccnc(C2=NC(c3ccc(F)cc3)(c3ccc(F)cc3)CN2)c1,101.0
CHEMBL490937,Fc1ccc(C2(c3ccc(F)cc3)CNC(c3cnccn3)=N2)cc1,3400.0
CHEMBL523134,C[C@@H]1NC(c2cc(C#N)ccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1,1730.0
CHEMBL522793,CC[C@@H]1NC(c2cc(C#N)ccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1,490.0
CHEMBL490949,CCC[C@@H]1NC(c2cc(C#N)ccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1,490.0
CHEMBL523305,N#Cc1ccnc(C2=NC(c3ccc(F)cc3)(c3ccc(F)cc3)[C@H](CO)N2)c1,6100.0
CHEMBL491119,C[C@@H]1NC(c2cnccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1.Cl,10000.0
CHEMBL491288,C[C@@H]1NC(c2cc(C#N)ccn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL490123,C[C@@H]1NC(c2cc(C#N)ccn2)=N[C@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL521932,C[C@@H]1NC(c2cc(C#N)ccn2)=NC1(c1ccc(F)nc1)c1ccc(F)nc1,10000.0
CHEMBL506163,COc1ccc([C@]2(c3ccc(F)cc3)N=C(c3cc(C#N)ccn3)N[C@H]2C)cn1.Cl,6300.0
CHEMBL521947,C[C@@H]1NC(c2cccc(C#N)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,4330.0
CHEMBL491894,C[C@@H]1NC(c2cccc(S(C)(=O)=O)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL491895,C[C@@H]1NC(c2cncc(C#N)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL523821,C[C@@H]1NC(c2cccc(C#N)n2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,6930.0
CHEMBL490561,C[C@@H]1NC(c2ccnc(C#N)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL491567,C[C@@H]1NC(c2nccc(C#N)n2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL490902,COc1ccnc(C2=N[C@@](c3ccc(F)cc3)(c3ccc(F)nc3)[C@H](C)N2)c1,6330.0
CHEMBL490903,C[C@@H]1NC(c2cc(Cl)ccn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1.Cl,7800.0
CHEMBL489725,C[C@@H]1NC(c2cc(C(N)=O)ccn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL523776,C[C@@H]1NC(c2cnccn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL489726,C[C@@H]1NC(c2cccc(=O)[nH]2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL523945,C[C@@H]1NC(c2cnsn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL489732,C[C@@H]1NC(c2nccs2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,10000.0
CHEMBL474484,CC(C)CNc1nc(C#N)nc(N2CCNCC2)c1N,52000.0
CHEMBL471757,CC(C)(C)CNc1nc(C#N)nc(N2CCOCC2)c1N,70000.0
CHEMBL450061,CC(C)CNc1nc(C#N)nc(N2CCOCC2)c1N,100000.0
CHEMBL514011,N#Cc1cccnc1N1CCN([C@@H]2CN[C@H](C(=O)N3CCC(F)(F)C3)C2)CC1,10000.0
CHEMBL474421,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1C[C@@H](F)[C@@H](F)C1,54000.0
CHEMBL515387,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,126000.0
CHEMBL221906,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,330.0
CHEMBL512351,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,8900.0
CHEMBL515919,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2F)c(C(=O)Nc2ccc(Cl)cn2)c1,4200.0
CHEMBL467114,O=C([O-])c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1.[Na+],31622.78
CHEMBL487063,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCCC2)cc1,8600.0
CHEMBL478395,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCC[C@H](C)C2)cc1,5300.0
CHEMBL515477,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCC(C)C2)cc1,6400.0
CHEMBL477361,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCC[C@H]2C)cc1,10000.0
CHEMBL477360,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCC[C@@H]2C)cc1,6000.0
CHEMBL476579,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCCCC2)cc1,6600.0
CHEMBL518431,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,710.0
CHEMBL476322,Cc1nc2c(C(F)(F)F)cccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,350.0
CHEMBL477364,Cc1nc2cc(C(F)(F)F)ccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,2600.0
CHEMBL477363,Cc1nc2cccc(Cl)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,8100.0
CHEMBL515150,Cc1nc2c(F)cccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,10000.0
CHEMBL476106,Cc1nc2cc(F)ccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,6000.0
CHEMBL479252,Cc1nc2ccc(F)cc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,2500.0
CHEMBL477356,Cc1nc2cccc(F)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,10000.0
CHEMBL477152,COc1cccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc12,10000.0
CHEMBL477201,COc1ccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc2c1,10000.0
CHEMBL477991,COc1ccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c2c1,10000.0
CHEMBL477990,COc1cccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c12,10000.0
CHEMBL478616,Cc1cccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc12,1600.0
CHEMBL478615,Cc1ccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc2c1,6700.0
CHEMBL478406,Cc1ccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c2c1,10000.0
CHEMBL479242,Cc1cccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c12,6600.0
CHEMBL479241,O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccc(OCCCN2CCCC2)cc1,1100.0
CHEMBL479036,CC(C)c1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,3900.0
CHEMBL515004,CCCc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,2800.0
CHEMBL476723,CCc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5000.0
CHEMBL476323,Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,10000.0
CHEMBL477567,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3)n2)n1C(C)C,5500.0
CHEMBL515001,Cc1ncc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1C(C)C,11000.0
CHEMBL476993,Cc1ncc(-c2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)ncc2F)n1C(C)C,18000.0
CHEMBL478241,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)CN(C)C)CC4)cc3)n2)n1C(C)C,32000.0
CHEMBL515311,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)[C@H](C)O)CC4)cc3)n2)n1C(C)C,24000.0
CHEMBL477786,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)n2)n1C(C)C,24000.0
CHEMBL514384,COCCS(=O)(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,8400.0
CHEMBL477785,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C,18000.0
CHEMBL468397,COC(=O)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C,178.0
CHEMBL476954,CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1,24700.0
CHEMBL477374,CC(C)C(=O)N(Cc1ccc(Cl)c(Cl)c1Cl)[C@H]1CCNC1,6870.0
CHEMBL513139,CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1,40200.0
CHEMBL468176,Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1,500.0
CHEMBL469169,CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,100000.0
CHEMBL470753,c1ccc2sc(Oc3ccc(CCN4CCCCC4)cc3)nc2c1,2000.0
CHEMBL481280,O=C(O)C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,30000.0
CHEMBL479383,O=C(CO)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,16000.0
CHEMBL479382,CC(=O)OCC(=O)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,30000.0
CHEMBL480131,CC(=O)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,20000.0
CHEMBL518155,O=C1OCCN1C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,24000.0
CHEMBL480130,O=C1CCCN1C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,15000.0
CHEMBL517533,NC(=O)C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,30000.0
CHEMBL479752,OC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,30000.0
CHEMBL454760,c1ccc2sc(Oc3ccc(CN4CCCCC4)cc3)nc2c1,30000.0
CHEMBL482057,CC(=O)OCC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,5000.0
CHEMBL520942,CC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,9000.0
CHEMBL482056,O=C1OCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,500.0
CHEMBL482058,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1000.0
CHEMBL446514,OC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,3000.0
CHEMBL481863,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,1000.0
CHEMBL470929,O=C1CCCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1800.0
CHEMBL472138,O=C1OCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,2700.0
CHEMBL452864,C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,20000.0
CHEMBL460491,CC1(C)CN2C(CS/C(=N\C3CCCCC3)NC3CCCCC3)=CSC2=N1,20000.0
CHEMBL488436,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,3200.0
